code name ;Company Common Name;Instrument Type;Asset Category Code;ISIN Code;Exchange Name;Ticker Symbol;Currency Code;Country of Headquarters;TRBC Business Sector Name;Return On Equity - Actual;Return On Assets - Actual;Total Revenue;Normalized EBIT;Normalized EBITDA;Net Income Incl Extra Before Distributions;Depreciation And Amortization;Selling/General/Administrative Expense, Total;Total Current Assets;Total Liabilities;Total Current Liabilities;Total Equity;Net Debt Incl. Pref.Stock & Min.Interest;Total Assets, Reported;Total Long Term Debt;Cash;Cash and Equivalents;Quick Ratio;Current Ratio;Accounts Payable;Total Inventory;Common Stock, Total;Property/Plant/Equipment, Total - Net;Cash from Operating Activities, Cumulative;Capital Expenditures, Cumulative;Cash from Investing Activities, Cumulative;Cash from Financing Activities, Cumulative;debt to asset ratio ;equity to asset ratio ;debt to equity ratio ;Roa return on asset ;roe return on equity ;long term coverage ratio;asset turnover rate 
TEPRF.PA;Teleperformance SE;Ordinary Shares;ORD;FR0000051807;NYSE EURONEXT - EURONEXT PARIS;TEP;EUR;France;Industrial & Commercial Services;16,33;6,57;4180000000;422000000;673000000;312000000;251000000;3492000000;1374000000;2580000000;932000000;1910000000;1223000000;4490000000;1387000000;253000000;32000000;1,47425;1,47425;141000000;NULL;144000000;423000000;516000000;-148000000;-151000000;-453000000;1,009461426;1,390101892;1,35078534;0,227074236;0,227074236;3,01369863;3,042212518
AIRF.PA;Air France KLM SA;Ordinary Shares;ORD;FR0000031122;NYSE EURONEXT - EURONEXT PARIS;AF;EUR;France;Transportation;36,52;3,32;25867000000;1915000000;4671000000;163000000;2756000000;8716000000;9058000000;27555000000;12054000000;2408000000;7079000000;29963000000;9859000000;640000000;4033000000;0,70524;0,75145;2365000000;557000000;429000000;16778000000;4099000000;-2552000000;-2692000000;-640000000;1,088430117;0,265842349;11,44310631;0,017995142;0,017995142;2,623694087;2,855707662
ALSO.PA;Alstom SA;Ordinary Shares;ORD;FR0010220475;NYSE EURONEXT - EURONEXT PARIS;ALO;EUR;France;Industrial Goods;11,09;2,97;7346000000;397000000;565000000;365000000;55000000;570000000;6991000000;9870000000;7625000000;3376000000;530000000;13246000000;1164000000;409000000;822000000;0,7078;0,91685;1346000000;1594000000;1555000000;854000000;418000000;-293000000;-353000000;-305000000;0,166499785;0,482906594;2,923578199;0,052209984;0,052209984;6,310996564;1,050779574
SGREN.MC;Siemens Gamesa Renewable Energy SA;Ordinary Shares;ORD;ES0143416115;BOLSA DE MADRID;SGRE;EUR;Spain;Renewable Energy;8,92;3,384;9122272000;210869000;849615000;69993000;NULL;567495000;7343000000;10224000000;7104000000;5924000000;-784000000;16148000000;823000000;NULL;2429000000;0,82264;1,03364;2416000000;1499000000;116000000;1443000000;728743000;-415076000;-417252000;501758000;0,112079532;0,806754732;1,725860905;0,009531935;0,009531935;11,08417011;1,242308593
LIGHT.AS;Signify NV;Ordinary Shares;ORD;NL0011821392;NYSE EURONEXT - EURONEXT AMSTERDAM;LIGHT;EUR;Netherlands;Cyclical Consumer Products;17,06;5,97;6965000000;558000000;801000000;293000000;NULL;1959000000;3372000000;4436000000;2216000000;2242000000;447000000;6678000000;1170000000;390000000;57000000;1,10469;1,52166;1001000000;924000000;1000000;492000000;435000000;-96000000;-26000000;-484000000;0,346975089;0,664887307;1,978590544;0,086892052;0,086892052;5,952991453;2,065539739
ACS.MC;ACS Actividades de Construccion y Servicios SA;Ordinary Shares;ORD;ES0167050915;BOLSA DE MADRID;ACS;EUR;Spain;Industrial & Commercial Services;21,92;NULL;34898213000;1344570000;1953798000;802010000;611218000;7688161000;20633826000;27596595000;18813263000;3742880000;2031209000;31339475000;5160671000;NULL;6319318000;1,04254;1,09677;8361800000;1020181000;157332000;1800814000;1863476000;-635744000;-301882000;-477948000;0,250107324;0,181395346;7,373091042;0,0388687;0,0388687;6,762340207;1,691310812
RAND.AS;Randstad NV;Ordinary Shares;ORD;NL0000379121;NYSE EURONEXT - EURONEXT AMSTERDAM;RAND;EUR;Netherlands;Industrial & Commercial Services;18,02;8,01;23272800000;935100000;1153100000;631400000;219200000;3625700000;5085500000;5511900000;4630900000;4251000000;1026400000;9762900000;639500000;315500000;NULL;1,09817;1,09817;472000000;NULL;25900000;154300000;688100000;-107300000;-457400000;-557200000;0,12574968;0,835906007;1,296612562;0,124156917;0,124156917;36,39218139;4,576305181
RHMG.DE;Rheinmetall AG;Ordinary Shares;ORD;DE0007030009;XETRA;RHM;EUR;Germany;Automobiles & Auto Parts;12,72;3,639;5896000000;407000000;627000000;224000000;220000000;2282000000;3474000000;4350000000;2326000000;1836000000;-113000000;6186000000;572000000;598000000;NULL;0,98968;1,49355;760000000;1172000000;112000000;1387000000;546000000;-270000000;-189000000;-200000000;0,164651698;0,528497409;2,369281046;0,064478987;0,064478987;10,30769231;1,697179044
FOUG.PA;Eiffage SA;Ordinary Shares;ORD;FR0000130452;NYSE EURONEXT - EURONEXT PARIS;FGR;EUR;France;Industrial & Commercial Services;12,92;1,72;15368000000;1704000000;2514000000;548000000;810000000;3747000000;11740000000;25736000000;11114000000;4290000000;11397000000;30026000000;12119000000;3142000000;1395000000;0,99487;1,05633;3098000000;683000000;392000000;1649000000;1334000000;-595000000;-598000000;-663000000;1,032282794;0,365417376;5,999067599;0,046678024;0,046678024;1,268091427;1,309028961
IMCD.AS;IMCD NV;Ordinary Shares;ORD;NL0010801007;NYSE EURONEXT - EURONEXT AMSTERDAM;IMCD;EUR;Netherlands;Chemicals;15,17;7,02;1907354000;126060000;164655000;77262000;38595000;182367000;658918000;925060000;467091000;729181000;302710000;1654241000;363749000;NULL;61383000;0,84157;1,41068;213437000;265826000;8415000;18827000;113950000;-12814000;-181380000;95977000;0,552039859;1,106633906;1,268628777;0,117255865;0,117255865;5,243599295;2,894675817
GETP.PA;Getlink SE;Ordinary Shares;ORD;FR0010533075;NYSE EURONEXT - EURONEXT PARIS;GET;EUR;France;Transportation;5,85;NULL;1032978000;369435000;522025000;112932000;152590000;228550000;769579000;5440735000;378788000;2051012000;3669783000;7491747000;4219528000;NULL;612533000;2,02682;2,03169;132908000;1843000;220000000;6352704000;532218000;-275240000;-277109000;16002000;5,482904289;2,665109105;2,652707541;0,146745168;0,146745168;0,244808898;1,342263757
AENA.MC;Aena SME SA;Ordinary Shares;ORD;ES0105046009;BOLSA DE MADRID;AENA;EUR;Spain;Transportation;23,07;7,99;3960582000;1732596000;2577109000;1232005000;795724000;828187000;1213837000;9624994000;1484391000;5682438000;7131904000;15307432000;7276016000;854977000;0;0,81298;0,81773;205336000;7051000;1500000000;13205946000;2014612000;-370409000;-361614000;-1364274000;5,99422822;4,681384733;1,693814169;1,014967413;1,014967413;0,544333877;3,262861488
BNRGn.DE;Brenntag AG;Ordinary Shares;ORD;DE000A1DAHH0;XETRA;BNR;EUR;Germany;Chemicals;12,18;4,95;11743300000;610000000;771500000;360800000;NULL;1872000000;3438000000;4311600000;2321200000;2973200000;1518300000;7284800000;1481300000;503800000;14200000;1,03154;1,48113;1205800000;1043600000;154500000;946400000;403900000;-151400000;-244900000;-224300000;0,430860966;0,864805119;1,450154715;0,104944735;0,104944735;7,927698643;3,415735893
EDEN.PA;Edenred SA;Ordinary Shares;ORD;FR0010908533;NYSE EURONEXT - EURONEXT PARIS;EDEN;EUR;France;Industrial & Commercial Services;-18,43;4,14;1320000000;429000000;502000000;241000000;73000000;461000000;4546000000;7718000000;5631000000;-1507000000;617000000;6211000000;1748000000;306000000;322000000;0,80323;0,80732;177000000;23000000;471000000;46000000;494000000;-78000000;-176000000;-264000000;0,384513858;-0,33150022;-5,121433311;0,053013638;0,053013638;0,755148741;0,290365156
