code name ;Company Common Name;Instrument Type;Asset Category Code;ISIN Code;Exchange Name;Ticker Symbol;Currency Code;Country of Headquarters;TRBC Business Sector Name;Return On Equity - Actual;Return On Assets - Actual;Total Revenue;Normalized EBIT;Normalized EBITDA;Net Income Incl Extra Before Distributions;Depreciation And Amortization;Selling/General/Administrative Expense, Total;Total Current Assets;Total Liabilities;Total Current Liabilities;Total Equity;Net Debt Incl. Pref.Stock & Min.Interest;Total Assets, Reported;Total Long Term Debt;Cash;Cash and Equivalents;Quick Ratio;Current Ratio;Accounts Payable;Total Inventory;Common Stock, Total;Property/Plant/Equipment, Total - Net;Cash from Operating Activities, Cumulative;Capital Expenditures, Cumulative;Cash from Investing Activities, Cumulative;Cash from Financing Activities, Cumulative;debt to asset ratio ;equity to asset ratio ;debt to equity ratio ;Roa return on asset ;roe return on equity ;long term coverage ratio;asset turnover rate 
CWCG.DE;Cewe Stiftung & Co KGaA;Ordinary Shares;ORD;DE0005403901;XETRA;CWC;EUR;Germany;Industrial & Commercial Services;15,536;8,529;599394000;54235000;90381000;32813000;36146000;346233000;184548000;181060000;151703000;225012000;-39094000;406072000;0;NULL;38772000;0,88485;1,21651;95850000;50314000;19240000;148113000;72388000;-70975000;-70235000;-11666000;0;1,21926003;0,804668195;0,177801981;0,177801981;#DIV/0!;3,247902985
BRUN.AS;Brunel International NV;Ordinary Shares;ORD;NL0010776944;NYSE EURONEXT - EURONEXT AMSTERDAM;BRNL;EUR;Netherlands;Industrial & Commercial Services;2,72;1,96;790090000;17914000;25908000;7645000;7994000;117339000;337679000;110087000;105179000;268832000;-125532000;378919000;0;NULL;125668000;3,21052;3,21052;18938000;NULL;1513000;7805000;15962000;-5831000;-11868000;-20464000;0;0,796117022;0,409501101;0,022639844;0,022639844;#DIV/0!;2,339766465
AAGG.DE;Aumann AG;Ordinary Shares;ORD;DE000A2DAM03;XETRA;AAG;EUR;Germany;Industrial Goods;11,743;NULL;210377000;19855000;22406000;13040000;2551000;53029000;243789000;146136000;93894000;180653000;-83298000;326789000;23060000;106701000;NULL;2,53531;2,59643;21959000;5739000;15250000;34134000;-3806000;-6000000;-44945000;117411000;0,094589994;0,741021949;0,808932041;0,053488878;0,053488878;9,123026886;0,862947057
HEIJ.AS;Heijmans NV;Ordinary Shares;ORD;NL0009269109;NYSE EURONEXT - EURONEXT AMSTERDAM;HEIJM;EUR;Netherlands;Industrial & Commercial Services;15,13;2,52;1402215000;27958000;35539000;19542000;1912000;123143000;488594000;608626000;536235000;162177000;-8406000;770803000;54537000;69172000;NULL;0,44782;0,91116;220160000;248457000;6423000;33695000;69223000;-4203000;91234000;-116269000;0,111620282;0,331925893;3,752850281;0,039996398;0,039996398;25,71126025;2,869898116
MANP.PA;Manitou BF SA;Ordinary Shares;ORD;FR0000038606;NYSE EURONEXT - EURONEXT PARIS;MTU;EUR;France;Industrial Goods;11,52;NULL;1590968000;95300000;128672000;59955000;NULL;144397000;859762000;567232000;466672000;531126000;75378000;1098358000;47899000;35657000;3913000;0,87505;1,84233;260063000;451400000;39622000;153317000;35252000;-40754000;-35181000;-15097000;0,05571193;0,617759333;1,067980103;0,069734415;0,069734415;33,21505668;1,850474899
ASLG.DE;Akasol AG;Ordinary Shares;ORD;DE000A2JNWZ9;XETRA;ASL;EUR;Germany;Industrial Goods;NULL;NULL;14483000;1117000;1745000;605000;628000;4837000;10668000;13403000;7179000;1624000;4475000;15027000;6176000;NULL;2839000;0,74189;1,486;1365000;5342000;2000000;3131000;1562000;-3179000;-3179000;3645000;0,578927634;0,152230971;8,253078818;0,056711661;0,056711661;2,345045337;1,357611549
DAMA.PA;Somfy SA;Ordinary Shares;ORD;FR0013199916;NYSE EURONEXT - EURONEXT PARIS;SO;EUR;France;Cyclical Consumer Products;22,39;NULL;1246573000;169883000;216328000;159912000;46445000;364653000;634320000;411993000;325733000;770592000;-103293000;1182585000;33516000;194843000;17991000;1,38031;1,94736;135005000;184707000;7400000;272013000;180346000;-56776000;-46492000;-45951000;0,052837684;1,214831631;0,534644793;0,252099886;0,252099886;37,19337033;1,965211565
GILG.DE;DMG Mori AG;Ordinary Shares;ORD;DE0005878003;XETRA;GIL;EUR;Germany;Industrial Goods;NULL;NULL;2348451000;176419000;249252000;117442000;72833000;311565000;1504238000;1079791000;938669000;1161507000;-377996000;2241298000;35757000;NULL;363405000;1,01908;1,60252;169759000;547662000;204927000;440005000;171720000;-39724000;-9749000;-190655000;0,023770839;0,772156401;0,929646571;0,078074081;0,078074081;65,67807702;1,561223025
CBLP.PA;Mersen SA;Ordinary Shares;ORD;FR0000039620;NYSE EURONEXT - EURONEXT PARIS;MRN;EUR;France;Technology Equipment;7,99;NULL;809200000;74600000;114000000;37600000;1200000;177800000;343700000;483500000;221200000;466400000;195700000;949900000;154400000;NULL;25900000;0,8359;1,5538;60000000;158800000;41300000;266200000;64200000;-38100000;-31700000;-44400000;0,449228979;1,356997381;1,036663808;0,109397731;0,109397731;5,240932642;2,354378819
HDDG.DE;Heidelberger Druckmaschinen AG;Ordinary Shares;ORD;DE0007314007;XETRA;HDD;EUR;Germany;Industrial Goods;3,984;0,606;2420154000;175425000;244267000;13565000;68842000;1123190000;1316419000;1914751000;809004000;340914000;265952000;2255665000;402989000;NULL;168797000;0,85783;1,62721;237454000;622434000;713198000;525926000;89091000;-114567000;-95426000;-3979000;0,306125177;0,258970738;5,616522055;0,01030447;0,01030447;6,005508835;1,838437458
CEVG.DE;Centrotec Sustainable AG;Ordinary Shares;ORD;DE0005407506;XETRA;CEV;EUR;Germany;Industrial Goods;8,085;3,812;594189000;27586000;52322000;20205000;24736000;282882000;336126000;322432000;103350000;258040000;-17271000;580472000;149484000;33000;59459000;2,55692;3,25231;28856000;71868000;18021000;124017000;31634000;-23315000;-115581000;80982000;0,444726085;0,767688307;1,249542707;0,060111387;0,060111387;3,974933772;1,767756734
CASHP.MC;Prosegur Cash SA;Ordinary Shares;ORD;ES0105229001;BOLSA DE MADRID;CASH;EUR;Spain;Industrial & Commercial Services;135,72;16,74;1924258000;360837000;428712000;304874000;31288000;301358000;877238000;1442975000;592281000;263778000;456688000;1706753000;696924000;317777000;NULL;1,47079;1,48112;108860000;6115000;30000000;279261000;182503000;-104489000;15783000;-80759000;0,794452589;0,300691489;5,470414515;0,347538524;0,347538524;2,761072943;2,193541547
VOSG.DE;Vossloh AG;Ordinary Shares;ORD;DE0007667107;XETRA;VOS;EUR;Germany;Industrial & Commercial Services;5,294;2,24;918300000;69200000;107900000;-8000000;5000000;135900000;519000000;735500000;321000000;517400000;221100000;1252900000;248800000;NULL;96300000;1,13614;1,61682;141900000;154300000;45300000;212500000;24500000;-41000000;-124200000;20700000;0,47938343;0,996917148;1,421530731;-0,015414258;-0,015414258;3,690916399;1,769364162
GFII.PA;Lisi SA;Ordinary Shares;ORD;FR0000050353;NYSE EURONEXT - EURONEXT PARIS;FII;EUR;France;Industrial Goods;12,34;NULL;1643356000;171398000;258883000;107963000;90132000;969836000;837193000;937318000;494550000;890001000;291892000;1827319000;305102000;NULL;72276000;1,01121;1,69284;297109000;337099000;21610000;619593000;192003000;-141694000;-182114000;48485000;0,364434485;1,06307745;1,053165109;0,128958317;0,128958317;5,386251155;1,962935667
